Year,Country,Gear,Tonnage,MainSpecies,AreaCode,SpeciesEffort,Effort,Month_NK,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,DateCreated
2010,3,10,1,72,1,1,1,0,0,0,0,0,0,0,164,351,159,0,0,119,2011-09-02
2010,3,10,1,72,1,2,1,0,0,0,0,0,0,0,13,18,9,0,0,7,2011-09-02
2010,3,10,1,72,1,3,1,0,0,0,0,0,0,0,14,18,9,0,0,9,2011-09-02
2010,3,10,1,72,1,632,1,0,0,0,0,0,0,0,408,405,123,0,0,231,2011-09-02
2010,3,10,1,72,2,1,1,0,0,0,0,0,0,0,1,21,118,0,168,0,2011-09-02
2010,3,10,1,72,2,2,1,0,0,0,0,0,0,0,1,2,10,0,14,0,2011-09-02
2010,3,10,1,72,2,3,1,0,0,0,0,0,0,0,1,2,10,0,14,0,2011-09-02
2010,3,10,1,72,2,632,1,0,0,0,0,0,0,0,0,17,270,0,417,0,2011-09-02
2010,3,10,1,72,2,633,1,0,0,0,0,0,0,0,0,0,25,0,37,0,2011-09-02
2010,3,10,1,72,21,1,1,0,0,0,0,0,0,0,0,64,123,0,55,0,2011-09-02
2010,3,10,1,72,21,2,1,0,0,0,0,0,0,0,0,7,11,0,9,0,2011-09-02
2010,3,10,1,72,21,3,1,0,0,0,0,0,0,0,0,7,11,0,11,0,2011-09-02
2010,3,10,1,72,21,632,1,0,0,0,0,0,0,0,0,267,564,0,346,0,2011-09-02
2010,3,10,1,72,21,633,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2011-09-02
2010,3,10,1,72,22,1,1,0,493,59,54,119,0,14,20,154,56,0,108,0,2011-09-02
2010,3,10,1,72,22,2,1,0,41,7,5,9,0,1,3,13,6,0,8,0,2011-09-02
2010,3,10,1,72,22,3,1,0,41,7,5,12,0,1,3,14,6,0,8,0,2011-09-02
2010,3,10,1,72,22,632,1,0,1435,376,235,425,0,11,0,567,35,0,160,0,2011-09-02
2010,3,10,1,72,23,1,1,0,272,333,698,368,114,273,226,277,77,75,30,414,2011-09-02
2010,3,10,1,72,23,2,1,0,19,30,46,23,8,21,21,26,9,7,2,25,2011-09-02
2010,3,10,1,72,23,3,1,0,19,31,48,25,8,21,21,27,9,7,3,25,2011-09-02
2010,3,10,1,72,23,632,1,0,740,1148,1587,1071,143,282,150,155,42,18,11,862,2011-09-02
2010,3,10,1,72,23,632,9,0,0,0,0,0,0,0,0,27,0,60,0,0,2011-09-02
2010,3,10,1,72,23,633,1,0,0,2,9,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,10,1,72,31,1,1,0,11,0,105,3,294,2032,3035,4200,1803,2435,192,181,2011-09-02
2010,3,10,1,72,31,2,1,0,2,0,8,1,17,130,218,295,123,158,14,12,2011-09-02
2010,3,10,1,72,31,3,1,0,2,0,8,1,17,134,223,304,130,167,14,12,2011-09-02
2010,3,10,1,72,31,632,1,0,2,0,246,3,303,1312,1502,1775,962,1271,59,269,2011-09-02
2010,3,10,1,72,31,632,9,0,0,0,0,0,0,0,238,190,64,69,0,0,2011-09-02
2010,3,10,1,72,32,1,1,0,0,0,0,0,42,213,959,1248,550,1233,706,201,2011-09-02
2010,3,10,1,72,32,2,1,0,0,0,0,0,3,20,73,97,42,73,40,13,2011-09-02
2010,3,10,1,72,32,3,1,0,0,0,0,0,3,21,76,98,43,73,41,19,2011-09-02
2010,3,10,1,72,32,632,1,0,0,0,0,0,14,108,514,582,189,935,299,114,2011-09-02
2010,3,10,1,72,32,632,9,0,0,0,0,0,0,0,29,48,15,0,0,0,2011-09-02
2010,3,10,1,72,41,1,1,0,0,0,0,0,524,700,0,115,0,53,94,0,2011-09-02
2010,3,10,1,72,41,2,1,0,0,0,0,0,35,48,0,8,0,3,8,0,2011-09-02
2010,3,10,1,72,41,3,1,0,0,0,0,0,38,48,0,8,0,3,8,0,2011-09-02
2010,3,10,1,72,41,632,1,0,0,0,0,0,254,363,0,49,0,17,43,0,2011-09-02
2010,3,10,1,72,41,632,9,0,0,0,0,0,19,0,28,46,0,0,0,0,2011-09-02
2010,3,10,1,72,42,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2011-09-02
2010,3,10,1,72,42,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,10,1,72,42,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,10,1,72,42,632,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2011-09-02
2010,3,10,2,72,23,1,1,0,0,0,0,0,0,141,187,621,399,35,5,0,2011-09-02
2010,3,10,2,72,23,2,1,0,0,0,0,0,0,13,16,54,31,3,1,0,2011-09-02
2010,3,10,2,72,23,3,1,0,0,0,0,0,0,13,16,54,31,3,1,0,2011-09-02
2010,3,10,2,72,23,632,1,0,0,0,0,0,0,83,97,366,168,15,1,0,2011-09-02
2010,3,10,2,72,31,1,1,0,0,0,0,0,0,862,3646,4222,749,780,15,0,2011-09-02
2010,3,10,2,72,31,2,1,0,0,0,0,0,0,60,267,299,63,55,2,0,2011-09-02
2010,3,10,2,72,31,3,1,0,0,0,0,0,0,60,270,306,64,57,2,0,2011-09-02
2010,3,10,2,72,31,632,1,0,0,0,0,0,0,368,1702,1719,312,297,5,0,2011-09-02
2010,3,10,2,72,31,632,9,0,0,0,0,0,0,0,0,73,30,26,0,0,2011-09-02
2010,3,10,2,72,32,1,1,0,0,0,0,0,0,26,121,78,0,0,0,0,2011-09-02
2010,3,10,2,72,32,2,1,0,0,0,0,0,0,2,9,7,0,0,0,0,2011-09-02
2010,3,10,2,72,32,3,1,0,0,0,0,0,0,2,9,7,0,0,0,0,2011-09-02
2010,3,10,2,72,32,632,1,0,0,0,0,0,0,8,48,21,0,0,0,0,2011-09-02
2010,3,10,2,72,32,632,9,0,0,0,0,0,0,0,40,12,0,0,0,0,2011-09-02
2010,3,10,2,72,41,1,1,0,0,0,0,0,542,1244,164,0,0,0,0,0,2011-09-02
2010,3,10,2,72,41,2,1,0,0,0,0,0,45,89,10,0,0,0,0,0,2011-09-02
2010,3,10,2,72,41,3,1,0,0,0,0,0,45,89,10,0,0,0,0,0,2011-09-02
2010,3,10,2,72,41,632,1,0,0,0,0,0,270,633,67,0,0,0,0,0,2011-09-02
2010,3,10,2,72,41,632,9,0,0,0,0,0,0,6,0,0,0,0,0,0,2011-09-02
2010,3,10,2,72,42,632,9,0,0,0,0,0,0,0,0,0,18,22,0,0,2011-09-02
2010,3,10,3,72,23,1,1,0,0,0,0,0,0,776,860,1452,1403,366,28,0,2011-09-02
2010,3,10,3,72,23,2,1,0,0,0,0,0,0,55,63,118,109,30,2,0,2011-09-02
2010,3,10,3,72,23,3,1,0,0,0,0,0,0,55,63,122,115,30,3,0,2011-09-02
2010,3,10,3,72,23,632,1,0,0,0,0,0,0,377,496,958,668,138,11,0,2011-09-02
2010,3,10,3,72,23,632,9,0,0,0,0,0,0,170,633,441,162,397,15,0,2011-09-02
2010,3,10,3,71,31,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,2011-09-02
2010,3,10,3,71,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,10,3,71,31,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2011-09-02
2010,3,10,3,71,31,632,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2011-09-02
2010,3,10,3,72,31,1,1,0,0,0,0,0,107,5660,14420,17331,4738,6287,505,0,2011-09-02
2010,3,10,3,72,31,2,1,0,0,0,0,0,7,394,1025,1288,367,440,32,0,2011-09-02
2010,3,10,3,72,31,3,1,0,0,0,0,0,7,404,1043,1316,384,465,33,0,2011-09-02
2010,3,10,3,72,31,632,1,0,0,0,0,0,69,2987,7226,7830,2139,2533,154,0,2011-09-02
2010,3,10,3,72,31,632,9,0,0,0,0,0,0,30,209,452,73,81,11,0,2011-09-02
2010,3,10,3,72,32,1,1,0,0,0,0,0,110,740,3829,5741,1270,837,474,0,2011-09-02
2010,3,10,3,72,32,2,1,0,0,0,0,0,11,64,304,436,98,54,30,0,2011-09-02
2010,3,10,3,72,32,3,1,0,0,0,0,0,11,67,311,451,106,59,30,0,2011-09-02
2010,3,10,3,72,32,632,1,0,0,0,0,0,29,359,1843,2168,392,214,137,0,2011-09-02
2010,3,10,3,72,32,632,9,0,0,0,0,0,0,0,1,131,0,0,28,0,2011-09-02
2010,3,10,3,72,41,1,1,0,0,0,0,0,3157,3871,729,863,466,0,0,0,2011-09-02
2010,3,10,3,72,41,2,1,0,0,0,0,0,235,281,49,49,28,0,0,0,2011-09-02
2010,3,10,3,72,41,3,1,0,0,0,0,0,237,281,49,49,28,0,0,0,2011-09-02
2010,3,10,3,72,41,632,1,0,0,0,0,0,1619,2070,318,286,113,0,0,0,2011-09-02
2010,3,10,3,72,41,632,9,0,0,0,0,0,221,443,16,39,16,0,0,0,2011-09-02
2010,3,10,3,72,42,1,1,0,0,0,0,0,0,0,0,0,144,162,0,0,2011-09-02
2010,3,10,3,72,42,2,1,0,0,0,0,0,0,0,0,0,7,7,0,0,2011-09-02
2010,3,10,3,72,42,3,1,0,0,0,0,0,0,0,0,0,7,7,0,0,2011-09-02
2010,3,10,3,72,42,632,1,0,0,0,0,0,0,0,0,0,27,37,0,0,2011-09-02
2010,3,10,3,72,42,632,9,0,0,0,0,0,131,152,0,0,0,0,0,0,2011-09-02
2010,3,10,3,72,43,1,1,0,0,0,0,0,0,0,0,0,25,0,0,0,2011-09-02
2010,3,10,3,72,43,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,2011-09-02
2010,3,10,3,72,43,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,2011-09-02
2010,3,10,3,72,43,632,1,0,0,0,0,0,0,0,0,0,24,0,0,0,2011-09-02
2010,3,10,4,72,23,1,1,0,0,0,0,0,0,0,0,0,55,0,0,0,2011-09-02
2010,3,10,4,72,23,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2011-09-02
2010,3,10,4,72,23,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,2011-09-02
2010,3,10,4,72,23,632,1,0,0,0,0,0,0,0,0,0,31,0,0,0,2011-09-02
2010,3,10,4,72,31,1,1,0,0,0,0,0,0,46,270,593,425,299,0,0,2011-09-02
2010,3,10,4,72,31,2,1,0,0,0,0,0,0,3,20,40,33,27,0,0,2011-09-02
2010,3,10,4,72,31,3,1,0,0,0,0,0,0,3,20,41,34,30,0,0,2011-09-02
2010,3,10,4,72,31,632,1,0,0,0,0,0,0,17,132,275,250,177,0,0,2011-09-02
2010,3,10,4,72,32,1,1,0,0,0,0,0,14,58,187,351,255,330,325,0,2011-09-02
2010,3,10,4,72,32,2,1,0,0,0,0,0,2,6,15,27,17,18,19,0,2011-09-02
2010,3,10,4,72,32,3,1,0,0,0,0,0,2,7,15,28,17,19,20,0,2011-09-02
2010,3,10,4,72,32,632,1,0,0,0,0,0,20,51,93,137,75,96,106,0,2011-09-02
2010,3,10,4,72,32,632,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-09-02
2010,3,10,4,72,41,1,1,0,0,0,0,0,115,176,0,0,0,0,0,0,2011-09-02
2010,3,10,4,72,41,2,1,0,0,0,0,0,9,13,0,0,0,0,0,0,2011-09-02
2010,3,10,4,72,41,3,1,0,0,0,0,0,9,13,0,0,0,0,0,0,2011-09-02
2010,3,10,4,72,41,632,1,0,0,0,0,0,48,88,0,0,0,0,0,0,2011-09-02
2010,3,10,5,72,1,1,1,0,0,0,0,0,0,0,0,285,0,0,0,0,2011-09-02
2010,3,10,5,72,1,2,1,0,0,0,0,0,0,0,0,18,0,0,0,0,2011-09-02
2010,3,10,5,72,1,3,1,0,0,0,0,0,0,0,0,19,0,0,0,0,2011-09-02
2010,3,10,5,72,1,632,1,0,0,0,0,0,0,0,0,406,0,0,0,0,2011-09-02
2010,3,10,5,72,2,1,1,0,18,0,0,0,0,18,0,99,0,0,0,0,2011-09-02
2010,3,10,5,72,2,2,1,0,2,0,0,0,0,2,0,10,0,0,0,0,2011-09-02
2010,3,10,5,72,2,3,1,0,2,0,0,0,0,2,0,10,0,0,0,0,2011-09-02
2010,3,10,5,72,2,632,1,0,25,0,0,0,0,1,0,312,0,0,0,0,2011-09-02
2010,3,10,5,72,2,633,1,0,9,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,10,5,72,21,1,1,0,81,0,0,0,0,118,0,2,19,0,0,0,2011-09-02
2010,3,10,5,72,21,2,1,0,12,0,0,0,0,13,0,1,3,0,0,0,2011-09-02
2010,3,10,5,72,21,3,1,0,12,0,0,0,0,13,0,1,3,0,0,0,2011-09-02
2010,3,10,5,72,21,632,1,0,324,0,0,0,0,484,0,23,78,0,0,0,2011-09-02
2010,3,10,5,72,21,633,1,0,59,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,10,5,72,22,1,1,0,35,0,0,23,4,0,0,0,78,0,0,0,2011-09-02
2010,3,10,5,72,22,2,1,0,3,0,0,3,0,0,0,0,5,0,0,0,2011-09-02
2010,3,10,5,72,22,3,1,0,3,0,0,3,0,0,0,0,5,0,0,0,2011-09-02
2010,3,10,5,72,22,632,1,0,90,0,0,113,13,0,0,0,202,0,0,0,2011-09-02
2010,3,10,5,72,23,1,1,0,0,111,179,776,395,3,4,0,31,110,79,0,2011-09-02
2010,3,10,5,72,23,2,1,0,0,12,14,50,28,1,0,0,3,7,5,0,2011-09-02
2010,3,10,5,72,23,3,1,0,0,13,14,51,28,1,0,0,3,7,5,0,2011-09-02
2010,3,10,5,72,23,632,1,0,0,507,498,2261,928,0,9,0,71,90,76,0,2011-09-02
2010,3,10,5,72,23,633,1,0,0,4,12,0,1,0,0,0,0,0,0,0,2011-09-02
2010,3,10,5,72,31,1,1,0,0,2,229,88,24,0,218,0,0,245,1,0,2011-09-02
2010,3,10,5,72,31,2,1,0,0,1,13,7,3,0,13,0,0,14,0,0,2011-09-02
2010,3,10,5,72,31,3,1,0,0,1,13,7,3,0,13,0,0,14,0,0,2011-09-02
2010,3,10,5,72,31,632,1,0,0,0,430,207,30,0,480,0,0,118,0,0,2011-09-02
2010,3,10,5,72,32,1,1,0,237,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,10,5,72,32,2,1,0,17,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,10,5,72,32,3,1,0,17,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,10,5,72,32,632,1,0,511,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,10,6,72,21,1,1,0,0,0,0,0,0,0,0,62,55,0,0,0,2011-09-02
2010,3,10,6,72,21,2,1,0,0,0,0,0,0,0,0,7,6,0,0,0,2011-09-02
2010,3,10,6,72,21,3,1,0,0,0,0,0,0,0,0,7,6,0,0,0,2011-09-02
2010,3,10,6,72,21,632,1,0,0,0,0,0,0,0,0,239,215,0,0,0,2011-09-02
2010,3,10,6,72,22,1,1,0,97,0,0,0,178,145,0,106,200,0,0,0,2011-09-02
2010,3,10,6,72,22,2,1,0,12,0,0,0,12,10,0,11,17,0,0,0,2011-09-02
2010,3,10,6,72,22,3,1,0,12,0,0,0,12,10,0,11,17,0,0,0,2011-09-02
2010,3,10,6,72,22,632,1,0,364,0,0,0,352,294,0,325,539,0,0,0,2011-09-02
2010,3,10,6,72,23,1,1,0,1,141,212,141,201,32,115,63,2,0,0,249,2011-09-02
2010,3,10,6,72,23,2,1,0,1,13,12,9,13,4,11,5,0,0,0,14,2011-09-02
2010,3,10,6,72,23,3,1,0,1,13,12,9,13,4,11,5,0,0,0,15,2011-09-02
2010,3,10,6,72,23,632,1,0,2,369,362,296,284,6,335,94,1,0,0,358,2011-09-02
2010,3,10,6,72,31,1,1,0,0,3,267,44,99,347,29,38,0,0,0,0,2011-09-02
2010,3,10,6,72,31,2,1,0,0,0,17,3,6,19,2,3,0,0,0,0,2011-09-02
2010,3,10,6,72,31,3,1,0,0,0,17,3,6,19,2,4,0,0,0,0,2011-09-02
2010,3,10,6,72,31,632,1,0,0,4,385,76,111,415,27,52,0,0,0,0,2011-09-02
2010,3,10,6,72,32,1,1,0,0,214,0,0,0,0,0,50,0,0,0,168,2011-09-02
2010,3,10,6,72,32,2,1,0,0,13,0,0,0,0,0,3,0,0,0,11,2011-09-02
2010,3,10,6,72,32,3,1,0,0,13,0,0,0,0,0,3,0,0,0,11,2011-09-02
2010,3,10,6,72,32,632,1,0,0,371,0,0,0,0,0,27,0,0,0,54,2011-09-02
2010,3,10,7,72,1,1,1,0,0,0,0,0,0,0,0,170,0,0,0,52,2011-09-02
2010,3,10,7,72,1,2,1,0,0,0,0,0,0,0,0,12,0,0,0,3,2011-09-02
2010,3,10,7,72,1,3,1,0,0,0,0,0,0,0,0,12,0,0,0,3,2011-09-02
2010,3,10,7,72,1,632,1,0,0,0,0,0,0,0,0,422,0,0,0,532,2011-09-02
2010,3,10,7,72,2,1,1,0,0,0,0,0,0,0,0,97,152,231,333,102,2011-09-02
2010,3,10,7,72,2,2,1,0,0,0,0,0,0,0,0,8,10,17,25,12,2011-09-02
2010,3,10,7,72,2,3,1,0,0,0,0,0,0,0,0,8,10,17,25,12,2011-09-02
2010,3,10,7,72,2,632,1,0,0,0,0,0,0,0,0,154,233,556,820,378,2011-09-02
2010,3,10,7,72,2,633,1,0,0,0,0,0,0,0,0,0,6,11,65,41,2011-09-02
2010,3,10,7,72,21,1,1,0,32,0,87,0,0,0,0,555,209,122,114,173,2011-09-02
2010,3,10,7,72,21,2,1,0,4,0,9,0,0,0,0,51,22,14,15,20,2011-09-02
2010,3,10,7,72,21,3,1,0,4,0,9,0,0,0,0,51,22,14,15,20,2011-09-02
2010,3,10,7,72,21,632,1,0,153,0,497,0,0,0,0,2141,955,579,581,778,2011-09-02
2010,3,10,7,72,21,633,1,0,0,0,0,0,0,0,0,1,5,16,3,55,2011-09-02
2010,3,10,7,72,22,1,1,0,471,0,143,0,311,249,0,8,170,63,94,87,2011-09-02
2010,3,10,7,72,22,2,1,0,36,0,12,0,22,17,0,2,13,7,6,7,2011-09-02
2010,3,10,7,72,22,3,1,0,38,0,12,0,22,17,0,2,13,7,6,7,2011-09-02
2010,3,10,7,72,22,632,1,0,1551,0,435,0,844,677,0,30,556,94,178,201,2011-09-02
2010,3,10,7,72,22,633,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2011-09-02
2010,3,10,7,72,23,1,1,0,376,257,1047,760,326,135,0,13,10,28,3,139,2011-09-02
2010,3,10,7,72,23,2,1,0,33,26,83,48,22,10,0,2,2,3,1,10,2011-09-02
2010,3,10,7,72,23,3,1,0,33,26,84,52,22,10,0,2,2,3,1,11,2011-09-02
2010,3,10,7,72,23,632,1,0,1805,1330,2745,1737,720,131,0,22,4,17,0,163,2011-09-02
2010,3,10,7,72,23,633,1,0,0,2,26,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,10,7,72,31,1,1,0,0,10,268,147,38,64,372,44,116,330,0,67,2011-09-02
2010,3,10,7,72,31,2,1,0,0,1,17,10,3,5,22,4,8,19,0,4,2011-09-02
2010,3,10,7,72,31,3,1,0,0,1,17,11,3,5,22,4,8,19,0,4,2011-09-02
2010,3,10,7,72,31,632,1,0,2,8,632,254,47,80,770,58,159,466,0,100,2011-09-02
2010,3,10,7,72,32,1,1,0,176,0,0,0,0,524,114,0,0,0,0,7,2011-09-02
2010,3,10,7,72,32,2,1,0,11,0,0,0,0,32,7,0,0,0,0,1,2011-09-02
2010,3,10,7,72,32,3,1,0,11,0,0,0,0,34,17,0,0,0,0,1,2011-09-02
2010,3,10,7,72,32,632,1,0,192,0,0,0,0,854,175,0,0,0,0,1,2011-09-02
2010,3,12,1,13,2,1,1,0,0,0,0,0,0,486,891,0,0,0,0,0,2011-09-02
2010,3,12,1,13,2,2,1,0,0,0,0,0,0,30,47,0,0,0,0,0,2011-09-02
2010,3,12,1,13,2,3,1,0,0,0,0,0,0,31,47,0,0,0,0,0,2011-09-02
2010,3,12,1,13,2,118,1,0,0,0,0,0,0,1077,904,0,0,0,0,0,2011-09-02
2010,3,12,1,13,23,1,1,0,0,0,0,0,0,136,0,0,0,98,0,0,2011-09-02
2010,3,12,1,13,23,2,1,0,0,0,0,0,0,8,0,0,0,6,0,0,2011-09-02
2010,3,12,1,13,23,3,1,0,0,0,0,0,0,8,0,0,0,7,0,0,2011-09-02
2010,3,12,1,13,23,118,1,0,0,0,0,0,0,183,0,0,0,8,0,0,2011-09-02
2010,3,12,1,13,31,1,1,0,0,0,0,0,0,19,0,0,35,0,0,0,2011-09-02
2010,3,12,1,13,31,2,1,0,0,0,0,0,0,1,0,0,3,0,0,0,2011-09-02
2010,3,12,1,13,31,3,1,0,0,0,0,0,0,1,0,0,3,0,0,0,2011-09-02
2010,3,12,1,13,31,114,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2011-09-02
2010,3,12,1,13,31,118,1,0,0,0,0,0,0,16,0,0,1,0,0,0,2011-09-02
2010,3,12,1,1,37,1,1,0,16,0,0,0,0,0,0,0,0,0,0,80,2011-09-02
2010,3,12,1,1,37,2,1,0,4,0,0,0,0,0,0,0,0,0,0,6,2011-09-02
2010,3,12,1,1,37,3,1,0,4,0,0,0,0,0,0,0,0,0,0,6,2011-09-02
2010,3,12,1,1,37,101,1,0,109,0,0,0,0,0,0,0,0,0,0,109,2011-09-02
2010,3,12,1,1,37,102,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2011-09-02
2010,3,12,1,1,37,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,1,1,37,106,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2011-09-02
2010,3,12,1,1,37,112,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2011-09-02
2010,3,12,1,1,37,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,1,1,37,120,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2011-09-02
2010,3,12,1,1,37,186,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,13,23,1,1,0,0,0,0,0,0,0,0,0,102,91,0,0,2011-09-02
2010,3,12,3,13,23,2,1,0,0,0,0,0,0,0,0,0,8,7,0,0,2011-09-02
2010,3,12,3,13,23,3,1,0,0,0,0,0,0,0,0,0,9,9,0,0,2011-09-02
2010,3,12,3,13,23,103,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2011-09-02
2010,3,12,3,13,23,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,13,23,118,1,0,0,0,0,0,0,0,0,0,27,16,0,0,2011-09-02
2010,3,12,3,13,31,1,1,0,0,0,0,0,0,0,0,0,0,25,0,0,2011-09-02
2010,3,12,3,13,31,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2011-09-02
2010,3,12,3,13,31,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2011-09-02
2010,3,12,3,13,31,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,13,31,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,13,32,1,1,0,0,0,0,0,0,0,0,0,0,13,0,0,2011-09-02
2010,3,12,3,13,32,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2011-09-02
2010,3,12,3,13,32,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2011-09-02
2010,3,12,3,13,32,118,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2011-09-02
2010,3,12,3,3,35,1,1,0,0,0,0,0,0,0,0,0,0,0,32,0,2011-09-02
2010,3,12,3,3,35,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2011-09-02
2010,3,12,3,3,35,3,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2011-09-02
2010,3,12,3,3,35,103,1,0,0,0,0,0,0,0,0,0,0,0,42,0,2011-09-02
2010,3,12,3,3,35,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,3,35,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,3,35,479,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2011-09-02
2010,3,12,3,3,36,1,1,0,0,0,0,0,0,0,105,0,0,0,0,0,2011-09-02
2010,3,12,3,3,36,2,1,0,0,0,0,0,0,0,15,0,0,0,0,0,2011-09-02
2010,3,12,3,3,36,3,1,0,0,0,0,0,0,0,15,0,0,0,0,0,2011-09-02
2010,3,12,3,3,36,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,3,36,103,1,0,0,0,0,0,0,0,51,0,0,0,0,0,2011-09-02
2010,3,12,3,3,36,106,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2011-09-02
2010,3,12,3,3,36,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,3,36,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,3,36,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,3,36,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,3,36,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,3,36,186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,1,37,1,1,0,0,0,0,0,0,0,0,0,0,4,105,81,2011-09-02
2010,3,12,3,1,37,2,1,0,0,0,0,0,0,0,0,0,0,2,12,9,2011-09-02
2010,3,12,3,1,37,3,1,0,0,0,0,0,0,0,0,0,0,2,13,9,2011-09-02
2010,3,12,3,1,37,101,1,0,0,0,0,0,0,0,0,0,0,0,86,66,2011-09-02
2010,3,12,3,1,37,102,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2011-09-02
2010,3,12,3,1,37,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,1,37,106,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2011-09-02
2010,3,12,3,1,37,112,1,0,0,0,0,0,0,0,0,0,0,0,4,1,2011-09-02
2010,3,12,3,1,37,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,1,37,116,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2011-09-02
2010,3,12,3,1,37,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,1,37,186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,1,37,479,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2011-09-02
2010,3,12,3,3,37,1,1,0,0,0,0,0,0,0,45,0,0,0,0,0,2011-09-02
2010,3,12,3,3,37,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2011-09-02
2010,3,12,3,3,37,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2011-09-02
2010,3,12,3,3,37,103,1,0,0,0,0,0,0,0,19,0,0,0,0,0,2011-09-02
2010,3,12,3,3,37,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,3,37,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,3,37,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,3,37,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
2010,3,12,3,3,37,186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-02
