"Year","Country","GearCode","Tonnage","MainSpecies","Divcode","Code","Effort","Catches","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","DateCreated"
1961,22,10,4,29,47,112,0,0,1,3,6,5,1,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,4,29,47,114,0,0,1,1,2,3,0,0,0,0,1,0,0,0,30/7/1996 0:00:00
1961,22,10,4,29,47,116,0,0,0,0,0,2,1,1,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,4,29,47,120,0,0,0,2,2,9,2,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,4,29,47,122,0,0,0,0,0,0,0,1,1,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,4,29,47,144,0,0,1,11,12,23,4,1,0,1,0,1,1,0,30/7/1996 0:00:00
1961,22,10,4,29,47,186,0,0,1,27,1,1,15,2,0,2,16,4,1,0,30/7/1996 0:00:00
1961,22,10,4,29,47,188,0,0,1,6,5,7,10,2,2,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,1,29,51,2,0,0,214,244,327,419,468,502,704,631,404,370,334,303,30/7/1996 0:00:00
1961,22,10,1,29,51,101,0,0,83,83,51,83,122,79,96,64,81,80,114,135,30/7/1996 0:00:00
1961,22,10,1,29,51,102,0,0,51,145,77,198,186,109,235,224,189,225,194,147,30/7/1996 0:00:00
1961,22,10,1,29,51,103,0,0,13,42,342,172,381,367,272,318,234,107,43,42,30/7/1996 0:00:00
1961,22,10,1,29,51,104,0,0,0,0,0,0,1,1349,6357,5246,2102,2037,1210,22,30/7/1996 0:00:00
1961,22,10,1,29,51,105,0,0,2,1,0,0,171,193,34,138,107,186,47,3,30/7/1996 0:00:00
1961,22,10,1,29,51,106,0,0,248,14,16,21,9,18,7,21,47,56,102,361,30/7/1996 0:00:00
1961,22,10,1,29,51,112,0,0,5,14,35,69,125,78,45,20,36,28,15,11,30/7/1996 0:00:00
1961,22,10,1,29,51,114,0,0,2,15,19,47,30,64,46,33,26,19,9,5,30/7/1996 0:00:00
1961,22,10,1,29,51,116,0,0,133,108,160,211,112,73,57,67,32,37,41,94,30/7/1996 0:00:00
1961,22,10,1,29,51,120,0,0,1,1,1,1,1,0,0,0,0,1,0,0,30/7/1996 0:00:00
1961,22,10,1,29,51,122,0,0,63,56,39,90,66,60,81,113,32,62,105,122,30/7/1996 0:00:00
1961,22,10,1,29,51,124,0,0,0,0,0,0,0,1,1,1,2,1,0,0,30/7/1996 0:00:00
1961,22,10,1,29,51,132,0,0,0,0,0,0,0,0,0,0,0,1,0,2,30/7/1996 0:00:00
1961,22,10,1,29,51,144,0,0,1,3,5,5,5,5,5,5,6,4,3,4,30/7/1996 0:00:00
1961,22,10,1,29,51,176,0,0,0,0,0,0,0,4,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,1,29,51,186,0,0,4,1,1,6,5,30,29,69,67,39,30,14,30/7/1996 0:00:00
1961,22,10,1,29,51,188,0,0,0,0,2,7,13,9,2,1,0,0,0,0,30/7/1996 0:00:00
1961,22,10,1,29,51,199,0,0,56,120,175,209,262,406,271,278,366,322,332,200,30/7/1996 0:00:00
1961,22,10,1,29,51,202,0,0,1,0,15,3,0,2,0,0,0,0,0,18,30/7/1996 0:00:00
1961,22,10,1,29,51,204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30/7/1996 0:00:00
1961,22,10,1,29,51,212,0,0,0,0,0,0,0,0,2,8,6,32,19,1,30/7/1996 0:00:00
1961,22,10,1,29,51,479,0,0,0,0,0,1,2,1,0,0,0,1,0,1,30/7/1996 0:00:00
1961,22,10,1,29,51,509,0,0,0,0,0,0,0,0,0,1,0,1,1,0,30/7/1996 0:00:00
1961,22,10,1,29,51,536,0,0,1,3,1,2,0,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,1,29,51,622,0,0,0,1,0,1,1,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,1,29,51,639,0,0,5,12,14,2,0,0,0,0,0,0,0,1,30/7/1996 0:00:00
1961,22,10,3,29,51,2,0,0,97,142,111,150,163,83,156,217,208,188,199,145,30/7/1996 0:00:00
1961,22,10,3,29,51,101,0,0,46,38,33,43,24,12,29,39,69,99,141,83,30/7/1996 0:00:00
1961,22,10,3,29,51,102,0,0,129,350,74,275,258,42,140,211,226,319,325,234,30/7/1996 0:00:00
1961,22,10,3,29,51,103,0,0,224,924,1005,586,1108,558,646,1251,785,546,370,251,30/7/1996 0:00:00
1961,22,10,3,29,51,104,0,0,0,0,0,1,0,423,2095,1379,1306,1225,655,12,30/7/1996 0:00:00
1961,22,10,3,29,51,105,0,0,3,14,4,2,146,363,40,195,62,32,20,4,30/7/1996 0:00:00
1961,22,10,3,29,51,106,0,0,507,85,52,54,56,19,32,93,84,133,217,1422,30/7/1996 0:00:00
1961,22,10,3,29,51,112,0,0,3,7,20,22,19,11,17,13,25,27,26,18,30/7/1996 0:00:00
1961,22,10,3,29,51,114,0,0,3,12,39,45,18,4,8,11,15,17,13,12,30/7/1996 0:00:00
1961,22,10,3,29,51,116,0,0,10,14,14,27,0,18,5,5,3,4,4,20,30/7/1996 0:00:00
1961,22,10,3,29,51,120,0,0,0,0,1,1,1,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,3,29,51,122,0,0,7,7,4,4,0,8,15,38,18,3,1,8,30/7/1996 0:00:00
1961,22,10,3,29,51,144,0,0,7,13,15,17,24,8,15,24,17,13,19,13,30/7/1996 0:00:00
1961,22,10,3,29,51,186,0,0,7,14,12,18,9,14,15,30,43,44,60,45,30/7/1996 0:00:00
1961,22,10,3,29,51,188,0,0,0,1,1,5,5,1,1,2,1,1,1,1,30/7/1996 0:00:00
1961,22,10,3,29,51,199,0,0,36,35,30,88,20,5,39,4,19,88,129,152,30/7/1996 0:00:00
1961,22,10,3,29,51,202,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,3,29,51,212,0,0,0,0,0,0,0,0,0,1,3,6,17,0,30/7/1996 0:00:00
1961,22,10,3,29,51,479,0,0,3,0,0,0,0,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,3,29,51,509,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30/7/1996 0:00:00
1961,22,10,4,3,51,2,0,0,8,29,28,9,4,2,3,5,8,9,23,15,30/7/1996 0:00:00
1961,22,10,4,3,51,101,0,0,5,3,3,1,0,0,0,0,4,7,16,8,30/7/1996 0:00:00
1961,22,10,4,3,51,102,0,0,15,24,8,3,0,0,0,4,4,22,42,27,30/7/1996 0:00:00
1961,22,10,4,3,51,103,0,0,55,578,588,94,98,19,31,56,79,31,149,92,30/7/1996 0:00:00
1961,22,10,4,3,51,106,0,0,22,20,16,5,0,0,0,0,10,2,40,67,30/7/1996 0:00:00
1961,22,10,4,3,51,112,0,0,0,1,1,0,0,0,0,0,0,0,1,0,30/7/1996 0:00:00
1961,22,10,4,3,51,114,0,0,2,2,2,1,0,0,0,0,0,1,1,3,30/7/1996 0:00:00
1961,22,10,4,3,51,144,0,0,0,2,4,1,0,0,0,0,1,0,2,2,30/7/1996 0:00:00
1961,22,10,4,3,51,186,0,0,4,7,5,1,0,0,0,1,4,3,4,3,30/7/1996 0:00:00
1961,22,31,0,99,51,2,0,0,0,0,0,0,0,2,31,37,7,4,0,0,30/7/1996 0:00:00
1961,22,31,0,99,51,202,0,0,0,0,0,0,0,0,316,0,0,0,0,0,30/7/1996 0:00:00
1961,22,31,0,99,51,204,0,0,0,0,0,0,0,0,0,5,0,2,0,0,30/7/1996 0:00:00
1961,22,31,0,99,51,216,0,0,0,0,0,0,0,0,137,138,0,0,0,0,30/7/1996 0:00:00
1961,22,31,0,99,51,289,0,0,0,0,0,0,0,0,33,435,299,137,0,0,30/7/1996 0:00:00
1961,22,31,0,99,51,302,0,0,0,0,0,0,0,269,4199,4177,0,0,0,0,30/7/1996 0:00:00
1961,22,31,0,99,51,310,0,0,0,0,0,0,0,0,14,13,0,0,0,0,30/7/1996 0:00:00
1961,22,41,0,29,51,2,0,0,40,38,92,204,200,143,170,188,169,158,133,88,30/7/1996 0:00:00
1961,22,41,0,29,51,101,0,0,18,14,22,59,75,64,71,82,100,61,88,57,30/7/1996 0:00:00
1961,22,41,0,29,51,102,0,0,0,1,13,55,33,3,7,18,8,6,0,0,30/7/1996 0:00:00
1961,22,41,0,29,51,106,0,0,4,2,1,16,18,7,39,156,92,198,99,6,30/7/1996 0:00:00
1961,22,41,0,29,51,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,41,0,29,51,122,0,0,0,0,2,7,3,5,4,1,1,1,0,0,30/7/1996 0:00:00
1961,22,41,0,29,51,144,0,0,0,0,0,0,1,0,0,2,1,1,0,0,30/7/1996 0:00:00
1961,22,41,0,29,51,186,0,0,1,0,0,0,0,3,12,19,49,80,24,1,30/7/1996 0:00:00
1961,22,41,0,29,51,199,0,0,1,1,11,27,34,12,0,1,32,45,13,13,30/7/1996 0:00:00
1961,22,41,0,29,51,459,0,0,22,1,0,0,14,70,76,85,38,32,48,39,30/7/1996 0:00:00
1961,22,41,0,29,51,469,0,0,0,0,0,0,0,1,0,2,1,2,0,0,30/7/1996 0:00:00
1961,22,42,0,99,51,2,0,0,0,0,0,0,6,2,0,0,0,0,27,49,30/7/1996 0:00:00
1961,22,42,0,99,51,204,0,0,0,0,0,0,1,1,0,0,0,0,7,16,30/7/1996 0:00:00
1961,22,42,0,99,51,469,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30/7/1996 0:00:00
1961,22,51,0,29,51,2,0,0,21,39,108,134,201,116,118,102,51,47,16,17,30/7/1996 0:00:00
1961,22,51,0,29,51,101,0,0,42,52,70,55,123,75,47,15,4,11,4,12,30/7/1996 0:00:00
1961,22,51,0,29,51,102,0,0,18,24,96,71,36,12,60,30,10,39,24,21,30/7/1996 0:00:00
1961,22,51,0,29,51,106,0,0,1,1,1,0,4,10,2,2,1,3,1,0,30/7/1996 0:00:00
1961,22,51,0,29,51,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,51,0,29,51,120,0,0,0,1,1,2,6,7,3,2,0,0,0,0,30/7/1996 0:00:00
1961,22,51,0,29,51,122,0,0,0,0,0,1,8,6,5,5,3,4,4,0,30/7/1996 0:00:00
1961,22,51,0,29,51,144,0,0,4,16,47,33,46,8,16,19,13,15,8,6,30/7/1996 0:00:00
1961,22,51,0,29,51,186,0,0,0,1,1,0,1,16,152,388,160,39,8,2,30/7/1996 0:00:00
1961,22,51,0,29,51,188,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,51,0,29,51,199,0,0,0,5,8,5,10,5,2,2,0,0,0,0,30/7/1996 0:00:00
1961,22,51,0,29,51,459,0,0,3,4,0,1,1,1,0,0,0,0,0,3,30/7/1996 0:00:00
1961,22,53,0,29,51,2,0,0,19,12,5,2,22,122,68,55,36,60,37,14,30/7/1996 0:00:00
1961,22,53,0,29,51,101,0,0,12,14,10,4,28,84,41,4,1,1,5,11,30/7/1996 0:00:00
1961,22,53,0,29,51,106,0,0,5,2,0,1,5,26,10,8,3,10,54,1,30/7/1996 0:00:00
1961,22,53,0,29,51,120,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,53,0,29,51,124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30/7/1996 0:00:00
1961,22,53,0,29,51,144,0,0,0,0,0,0,0,1,1,0,0,0,0,0,30/7/1996 0:00:00
1961,22,53,0,29,51,186,0,0,0,0,0,0,0,1,2,0,0,0,0,0,30/7/1996 0:00:00
1961,22,53,0,29,51,199,0,0,1,0,0,0,0,1,1,16,7,20,1,0,30/7/1996 0:00:00
1961,22,53,0,29,51,289,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30/7/1996 0:00:00
1961,22,53,0,29,51,420,0,0,0,0,0,0,0,0,0,0,1,4,0,0,30/7/1996 0:00:00
1961,22,60,0,99,51,2,0,0,0,0,0,0,39,126,192,191,60,55,0,0,30/7/1996 0:00:00
1961,22,60,0,99,51,101,0,0,0,0,0,0,1,3,1,0,0,0,0,0,30/7/1996 0:00:00
1961,22,60,0,99,51,104,0,0,0,0,0,0,0,0,29,8,3,15,0,0,30/7/1996 0:00:00
1961,22,60,0,99,51,106,0,0,0,0,0,0,1,3,3,0,0,0,0,0,30/7/1996 0:00:00
1961,22,60,0,99,51,199,0,0,0,0,0,0,1,7,11,13,6,4,0,0,30/7/1996 0:00:00
1961,22,60,0,99,51,202,0,0,0,0,0,0,172,70,47,9,0,0,0,0,30/7/1996 0:00:00
1961,22,60,0,99,51,204,0,0,0,0,0,0,13,12,34,18,1,0,0,0,30/7/1996 0:00:00
1961,22,60,0,99,51,212,0,0,0,0,0,0,0,0,39,10,1,0,0,0,30/7/1996 0:00:00
1961,22,60,0,99,51,509,0,0,0,0,0,0,0,0,1,3,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,51,2,0,0,0,0,0,15,46,105,145,166,125,96,70,12,30/7/1996 0:00:00
1961,22,61,0,99,51,101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,51,104,0,0,0,0,0,0,0,26,12,7,5,9,16,0,30/7/1996 0:00:00
1961,22,61,0,99,51,105,0,0,0,0,0,0,11,31,7,0,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,51,106,0,0,0,0,0,0,28,9,4,0,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,51,124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,51,186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,51,199,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,51,202,0,0,0,0,0,359,329,218,105,10,12,25,25,6,30/7/1996 0:00:00
1961,22,61,0,99,51,204,0,0,0,0,0,0,15,96,108,87,32,16,23,0,30/7/1996 0:00:00
1961,22,61,0,99,51,212,0,0,0,0,0,0,0,2,20,27,6,3,1,0,30/7/1996 0:00:00
1961,22,61,0,99,51,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,51,289,0,0,0,0,0,0,0,3,31,12,15,4,5,0,30/7/1996 0:00:00
1961,22,61,0,99,51,420,0,0,0,0,0,0,0,0,1,2,4,11,0,0,30/7/1996 0:00:00
1961,22,61,0,99,51,509,0,0,0,0,0,0,0,5,15,56,13,1,2,0,30/7/1996 0:00:00
1961,22,71,0,80,51,2,0,0,61,63,46,17,6,6,1,0,2,4,31,60,30/7/1996 0:00:00
1961,22,71,0,80,51,536,0,0,106,144,146,84,66,33,1,0,6,45,201,161,30/7/1996 0:00:00
1961,22,81,0,42,51,2,0,0,0,0,0,0,0,1,22,33,19,1,0,0,30/7/1996 0:00:00
1961,22,81,0,42,51,289,0,0,0,0,0,0,0,1,15,35,18,0,0,0,30/7/1996 0:00:00
1961,22,81,0,42,51,469,0,0,0,0,0,0,0,0,1,1,0,0,0,0,30/7/1996 0:00:00
1961,22,10,0,29,54,2,0,0,420,327,516,560,786,624,731,758,562,556,450,418,30/7/1996 0:00:00
1961,22,10,0,29,54,101,0,0,99,74,86,132,138,88,64,42,36,241,338,169,30/7/1996 0:00:00
1961,22,10,0,29,54,102,0,0,37,5,38,78,139,191,164,109,92,151,70,34,30/7/1996 0:00:00
1961,22,10,0,29,54,103,0,0,0,0,11,2,89,21,1,17,14,28,0,0,30/7/1996 0:00:00
1961,22,10,0,29,54,104,0,0,63,9,41,72,227,766,771,1082,415,452,206,224,30/7/1996 0:00:00
1961,22,10,0,29,54,105,0,0,1,0,0,1,304,18,2,1,1,5,5,9,30/7/1996 0:00:00
1961,22,10,0,29,54,106,0,0,6,2,2,2,2,12,11,4,5,2,1,0,30/7/1996 0:00:00
1961,22,10,0,29,54,112,0,0,13,0,1,2,13,18,10,16,20,22,24,0,30/7/1996 0:00:00
1961,22,10,0,29,54,114,0,0,6,1,4,20,33,7,7,5,13,10,11,0,30/7/1996 0:00:00
1961,22,10,0,29,54,116,0,0,696,397,526,427,389,270,495,662,768,866,652,890,30/7/1996 0:00:00
1961,22,10,0,29,54,122,0,0,95,57,163,327,743,530,331,307,157,323,313,152,30/7/1996 0:00:00
1961,22,10,0,29,54,124,0,0,35,118,70,44,71,174,233,196,142,47,9,12,30/7/1996 0:00:00
1961,22,10,0,29,54,136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,0,29,54,144,0,0,0,0,0,0,1,1,1,0,1,0,0,0,30/7/1996 0:00:00
1961,22,10,0,29,54,162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,0,29,54,176,0,0,191,5,0,10,72,696,213,96,87,111,65,39,30/7/1996 0:00:00
1961,22,10,0,29,54,180,0,0,0,0,0,1,6,3,2,1,0,1,1,0,30/7/1996 0:00:00
1961,22,10,0,29,54,182,0,0,1,109,32,3,20,9,0,0,0,0,0,4,30/7/1996 0:00:00
1961,22,10,0,29,54,186,0,0,0,0,0,1,3,8,2,1,1,1,0,3,30/7/1996 0:00:00
1961,22,10,0,29,54,188,0,0,0,0,0,1,3,4,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,0,29,54,199,0,0,309,270,432,723,3216,2771,1874,2637,1330,1715,1695,655,30/7/1996 0:00:00
1961,22,10,0,29,54,202,0,0,25,18,20,22,11,1,0,0,0,0,0,1,30/7/1996 0:00:00
1961,22,10,0,29,54,204,0,0,1,0,0,0,0,0,0,0,0,0,1,0,30/7/1996 0:00:00
1961,22,10,0,29,54,212,0,0,0,2,12,0,0,1,0,0,1,9,5,3,30/7/1996 0:00:00
1961,22,10,0,29,54,420,0,0,1,0,0,0,4,26,11,3,1,2,0,0,30/7/1996 0:00:00
1961,22,10,0,29,54,422,0,0,0,0,0,0,0,1,1,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,0,29,54,509,0,0,4,6,17,1,4,8,2,5,4,13,20,10,30/7/1996 0:00:00
1961,22,10,0,29,54,622,0,0,2,1,23,33,44,61,18,1,1,3,2,14,30/7/1996 0:00:00
1961,22,10,3,29,54,2,0,0,567,799,728,618,1115,1064,1095,1108,851,945,908,748,30/7/1996 0:00:00
1961,22,10,3,29,54,101,0,0,200,235,547,414,630,407,378,502,612,741,462,243,30/7/1996 0:00:00
1961,22,10,3,29,54,102,0,0,912,1683,1772,1855,2902,2889,2509,1992,1680,3036,1874,1230,30/7/1996 0:00:00
1961,22,10,3,29,54,103,0,0,44,55,114,11,217,153,109,168,69,80,26,48,30/7/1996 0:00:00
1961,22,10,3,29,54,104,0,0,11,0,3,59,151,2239,4255,3227,1193,542,94,30,30/7/1996 0:00:00
1961,22,10,3,29,54,105,0,0,0,0,0,0,1003,41,0,25,9,0,3,0,30/7/1996 0:00:00
1961,22,10,3,29,54,106,0,0,214,113,48,26,68,39,74,97,102,110,232,268,30/7/1996 0:00:00
1961,22,10,3,29,54,112,0,0,17,10,24,24,79,133,75,85,68,34,47,27,30/7/1996 0:00:00
1961,22,10,3,29,54,114,0,0,19,27,18,25,51,24,28,28,24,35,38,37,30/7/1996 0:00:00
1961,22,10,3,29,54,116,0,0,467,270,334,395,407,386,691,996,903,1139,1088,1069,30/7/1996 0:00:00
1961,22,10,3,29,54,120,0,0,1,1,1,2,3,2,2,1,1,1,0,0,30/7/1996 0:00:00
1961,22,10,3,29,54,122,0,0,75,45,53,140,379,339,404,260,262,416,415,183,30/7/1996 0:00:00
1961,22,10,3,29,54,124,0,0,71,440,211,42,46,4,12,14,9,14,16,7,30/7/1996 0:00:00
1961,22,10,3,29,54,144,0,0,7,11,8,4,9,9,11,15,12,10,22,12,30/7/1996 0:00:00
1961,22,10,3,29,54,176,0,0,4,1,0,0,14,52,16,4,26,13,0,2,30/7/1996 0:00:00
1961,22,10,3,29,54,182,0,0,60,32,15,14,0,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,3,29,54,186,0,0,29,36,16,224,3,29,20,24,18,42,50,43,30/7/1996 0:00:00
1961,22,10,3,29,54,188,0,0,1,3,5,9,15,10,3,4,1,1,2,1,30/7/1996 0:00:00
1961,22,10,3,29,54,199,0,0,1,0,32,108,551,524,214,449,266,474,240,19,30/7/1996 0:00:00
1961,22,10,3,29,54,202,0,0,4,1,0,0,0,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,3,29,54,212,0,0,4,15,55,0,1,0,1,1,0,58,11,2,30/7/1996 0:00:00
1961,22,10,3,29,54,420,0,0,0,0,0,0,0,3,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,3,29,54,479,0,0,2,1,0,0,0,0,0,0,0,1,0,0,30/7/1996 0:00:00
1961,22,10,3,29,54,509,0,0,0,1,5,1,2,1,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,3,29,54,536,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,3,29,54,622,0,0,12,14,13,10,15,16,7,0,2,0,0,23,30/7/1996 0:00:00
1961,22,10,4,2,54,2,0,0,306,182,215,138,347,387,356,335,288,353,404,320,30/7/1996 0:00:00
1961,22,10,4,2,54,101,0,0,218,219,636,700,1074,859,783,439,309,464,443,177,30/7/1996 0:00:00
1961,22,10,4,2,54,102,0,0,1620,1088,1319,846,1662,1994,1961,2026,1799,2477,1695,1618,30/7/1996 0:00:00
1961,22,10,4,2,54,103,0,0,9,29,195,34,0,0,0,2,3,7,15,12,30/7/1996 0:00:00
1961,22,10,4,2,54,104,0,0,5,0,0,0,0,280,384,32,0,0,4,9,30/7/1996 0:00:00
1961,22,10,4,2,54,106,0,0,210,118,73,22,87,37,90,65,66,195,493,225,30/7/1996 0:00:00
1961,22,10,4,2,54,112,0,0,4,4,9,1,10,5,2,3,3,4,12,11,30/7/1996 0:00:00
1961,22,10,4,2,54,114,0,0,4,4,1,0,0,0,0,1,1,3,5,8,30/7/1996 0:00:00
1961,22,10,4,2,54,116,0,0,7,0,0,21,7,21,13,6,8,19,20,38,30/7/1996 0:00:00
1961,22,10,4,2,54,120,0,0,1,1,2,1,4,2,2,0,0,1,1,0,30/7/1996 0:00:00
1961,22,10,4,2,54,122,0,0,13,1,10,20,42,64,30,13,12,17,39,24,30/7/1996 0:00:00
1961,22,10,4,2,54,144,0,0,4,4,8,1,1,1,1,6,6,34,14,7,30/7/1996 0:00:00
1961,22,10,4,2,54,186,0,0,16,9,2,0,0,8,1,3,5,13,19,15,30/7/1996 0:00:00
1961,22,10,4,2,54,188,0,0,3,4,16,19,29,5,1,2,0,9,2,0,30/7/1996 0:00:00
1961,22,10,4,2,54,479,0,0,1,1,0,0,0,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,31,0,40,54,2,0,0,0,0,0,0,1,13,2,4,3,0,0,0,30/7/1996 0:00:00
1961,22,31,0,40,54,216,0,0,0,0,0,0,17,1414,224,596,151,0,0,0,30/7/1996 0:00:00
1961,22,31,0,40,54,302,0,0,0,0,0,0,0,22,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,51,0,29,54,2,0,0,46,38,68,63,39,92,60,115,54,46,19,38,30/7/1996 0:00:00
1961,22,51,0,29,54,101,0,0,27,27,66,40,37,130,56,156,42,30,18,11,30/7/1996 0:00:00
1961,22,51,0,29,54,102,0,0,49,47,22,0,6,150,39,204,105,30,8,44,30/7/1996 0:00:00
1961,22,51,0,29,54,106,0,0,1,1,1,1,2,1,0,1,1,1,1,1,30/7/1996 0:00:00
1961,22,51,0,29,54,120,0,0,0,0,4,5,2,1,1,1,0,0,0,0,30/7/1996 0:00:00
1961,22,51,0,29,54,144,0,0,0,0,0,0,0,1,1,2,1,1,1,0,30/7/1996 0:00:00
1961,22,51,0,29,54,186,0,0,0,0,0,0,0,0,0,1,1,1,1,2,30/7/1996 0:00:00
1961,22,51,0,29,54,188,0,0,0,0,1,0,0,1,1,1,0,0,0,0,30/7/1996 0:00:00
1961,22,53,0,29,54,2,0,0,0,0,0,6,36,69,149,133,48,22,16,6,30/7/1996 0:00:00
1961,22,53,0,29,54,101,0,0,0,0,0,5,12,27,48,46,9,6,5,1,30/7/1996 0:00:00
1961,22,53,0,29,54,102,0,0,0,0,0,0,0,8,45,37,8,0,0,1,30/7/1996 0:00:00
1961,22,53,0,29,54,106,0,0,0,0,0,1,2,5,0,1,0,0,0,0,30/7/1996 0:00:00
1961,22,53,0,29,54,204,0,0,0,0,0,0,2,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,54,2,0,0,0,0,0,3,105,119,77,24,16,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,54,106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,54,122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,54,124,0,0,0,0,0,0,1,9,6,1,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,54,176,0,0,0,0,0,0,0,0,1,2,1,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,54,180,0,0,0,0,0,0,4,1,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,54,202,0,0,0,0,0,1,0,0,0,1,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,54,204,0,0,0,0,0,0,27,214,7,0,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,54,212,0,0,0,0,0,0,3,46,43,0,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,54,216,0,0,0,0,0,0,9,5,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,54,228,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,54,274,0,0,0,0,0,0,0,0,2,2,4,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,54,310,0,0,0,0,0,0,6,3,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,61,0,99,54,509,0,0,0,0,0,0,102,142,2,0,0,0,0,0,30/7/1996 0:00:00
1961,22,71,0,80,54,2,0,0,484,501,630,658,761,729,749,936,745,778,853,747,30/7/1996 0:00:00
1961,22,71,0,80,54,116,0,0,0,1,2,3,3,2,7,7,4,2,1,0,30/7/1996 0:00:00
1961,22,71,0,80,54,122,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30/7/1996 0:00:00
1961,22,71,0,80,54,536,0,0,4611,4856,6472,7736,9645,9235,8754,10019,7180,6816,7331,6139,30/7/1996 0:00:00
1961,22,81,0,41,54,2,0,0,0,0,0,0,0,32,142,129,71,0,0,0,30/7/1996 0:00:00
1961,22,81,0,41,54,264,0,0,0,0,0,0,0,19,86,111,49,0,0,0,30/7/1996 0:00:00
1961,22,10,1,99,59,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,1,99,59,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,1,99,59,124,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,1,99,59,176,0,23,0,0,0,0,0,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,1,99,59,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30/7/1996 0:00:00
1961,22,10,1,99,59,199,0,9,0,0,0,0,0,0,0,0,0,0,0,0,30/7/1996 0:00:00
